id,affiliateid,sourceid,clientid,link,product,clicks,actions,conversions,leads,impressions,revenue,actioncost,networkcost,totalcost,costperclick,clickthroughrate,conversionrate,earningsperhundredclicks,returnofinvestment,costperaction,actiondate
278840,327,1,15,www.goodsearch.com/goodshop.aspx,,13,13,0,0,13,0,0,0,0,0,0,0,0,0,0,10:56.4
278856,17,1,15,slickdeals.net/,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10:56.4
278872,330,1,15,brittanygrooming.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
278888,42,1,15,www.couponcause.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
278904,24,1,15,www.befrugal.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
278920,6,1,15,yieldkit.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
278936,153,1,15,www.couponchief.com,,0,0,0,0,0,0,0,0.93,4.64,0,0,0,0,-1,0,10:56.4
278952,27,1,13,www.fmtc.co,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
278968,22,1,13,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
278984,30,1,13,knoji.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279000,6,1,13,yieldkit.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279016,314,1,14,www.rizknows.com,,30,30,0,0,30,0,0,0,0,0,0,0,0,0,0,10:56.4
279032,8,1,14,www.brandreward.com/,,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,10:56.4
279048,18,1,14,www.ebates.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
279064,22,1,14,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279080,62,1,14,www.couponslogic.com/,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279096,123,1,14,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279112,21,1,14,coupons.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279128,129,1,14,www.sleepsherpa.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279144,150,1,14,www.oursleepguide.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279160,181,1,14,www.mattressadvisor.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279176,19,1,20,offers.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279192,93,1,20,www.pennysaviour.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279216,17,1,16,slickdeals.net/,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10:56.4
279232,572,1,16,www.realsimple.com/,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
279248,574,1,16,www.adgoal.net,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279264,123,1,16,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279280,482,1,16,www.55haitao.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279296,1,1,16,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279312,613,1,20,www.couponpaste.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279332,327,1,5,www.goodsearch.com/goodshop.aspx,,19,19,0,0,19,0,0,0,0,0,0,0,0,0,0,10:56.4
279348,22,1,5,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279364,365,1,5,www.myishop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279380,24,1,5,www.befrugal.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279396,31,1,5,www.topcashback.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279412,509,1,5,www.cute-furniture.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279428,819,1,5,us-reviews.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279444,17,1,17,slickdeals.net/,,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10:56.4
279460,579,1,17,www.bestsales.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
279476,113,1,17,sleepadvisor.org,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279492,123,1,17,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279508,25,1,17,www.rebatesme.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279524,8,1,17,www.brandreward.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279540,913,1,17,coupon4shops.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279548,17,1,2,slickdeals.net/,,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10:56.4
279564,18,1,2,www.ebates.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279580,12,1,2,skimlinks.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279596,25,1,2,www.rebatesme.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279612,327,1,4,www.goodsearch.com/goodshop.aspx,,13,13,0,0,13,0,0,0,0,0,0,0,0,0,0,10:56.4
279628,12,1,4,skimlinks.com,,7,7,1,1,7,0,2.14,3,15,2.14,0,14.29,214.29,-1,2.14,10:56.4
279644,443,1,4,www.babymozart.org/blog,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
279660,5,1,4,www.anycodes.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279676,19,1,4,offers.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279692,467,1,4,www.billyojai.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279708,74,1,4,couponamigos.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279724,451,1,4,www.sheismedia.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279740,729,1,4,tictail.com/yogahaven,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279756,528,1,6,patsloan.com,,19,19,1,0,19,135.99,0.72,2.72,13.6,0.72,0,5.26,71.58,9,0.72,10:56.4
279772,327,1,6,www.goodsearch.com/goodshop.aspx,,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10:56.4
279788,18,1,6,www.ebates.com,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
279804,16,1,6,www.retailmenot.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279820,35,1,6,www.flexoffers.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279836,12,1,6,skimlinks.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279852,544,1,6,www.thesewingloftblog.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279868,25,1,6,www.rebatesme.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279884,1,1,6,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279900,539,1,6,poweredbyquilting.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279916,241,1,7,savvyshopworld.com,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
279932,125,1,7,www.promocodes.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
279948,17,1,7,slickdeals.net/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279964,26,1,7,www.mypoints.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
279988,2,1,1,digidip.net,,13,13,1,0,13,3.37,0.05,0.13,0.67,0.05,0,7.69,5.15,4.03,0.05,10:56.4
280004,7,1,1,www.bigbangprices.com,,4,4,1,0,4,13.97,0.7,0.56,2.79,0.7,0,25,69.75,4.01,0.7,10:56.4
280020,313,1,14,www.autoprofitincome,,43,43,0,0,43,0,0,0,0,0,0,0,0,0,0,10:56.4
280036,8,1,14,www.brandreward.com/,,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,10:56.4
280052,22,1,14,www.savings.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
280068,23,1,14,www.thecouponscoop.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280084,184,1,14,girlonthemattress.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280100,125,1,14,www.promocodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280116,18,1,14,www.ebates.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280132,39,1,14,www.groupon.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280148,140,1,14,us.mattress.zone,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280164,195,1,14,www.slumbersearch.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280180,16,1,15,www.retailmenot.com,,19,19,0,0,19,0,0,0,0,0,0,0,0,0,0,10:56.4
280196,17,1,15,slickdeals.net/,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10:56.4
280212,153,1,15,www.couponchief.com,,2,2,1,0,2,45,1.35,0.54,2.7,1.35,0,50,135,15.67,1.35,10:56.4
280228,281,1,15,www.edealinfo.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280244,45,1,15,www.extrabux.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280260,31,1,15,www.topcashback.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280276,25,1,15,www.rebatesme.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280292,1,1,1,www.hotdeals.com,,135,135,11,0,135,224.85,0.42,11.25,56.24,0.42,0,8.15,41.66,3,0.42,10:56.4
280308,4,1,1,www.viglink.com,,15,15,2,0,15,26.93,0.36,1.07,5.38,0.36,0,13.33,35.87,4.01,0.36,10:56.4
280324,11,1,1,www.promarketasia.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280340,19,1,14,offers.com,,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,10:56.4
280356,17,1,14,slickdeals.net/,,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10:56.4
280372,22,1,14,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280388,129,1,14,www.sleepsherpa.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280404,123,1,14,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280420,21,1,14,coupons.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280436,8,1,14,www.brandreward.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280452,62,1,14,www.couponslogic.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280468,218,1,14,www.finder.com/ca,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280484,17,1,7,slickdeals.net/,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
280500,22,1,7,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280516,65,1,7,www.freeshipping.org,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280532,21,1,7,coupons.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280560,4,1,1,www.viglink.com,,19,19,1,0,19,8.99,0.09,0.36,1.8,0.09,0,5.26,9.47,3.99,0.09,10:56.4
280576,11,1,1,www.promarketasia.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
280592,16,1,15,www.retailmenot.com,,19,19,1,0,19,83.56,0.26,1,5.01,0.26,0,5.26,26.37,15.68,0.26,10:56.4
280608,328,1,15,www.diydoggrooming.com,,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,10:56.4
280624,123,1,15,marketamerica.com and www.shop.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
280640,331,1,15,couponology.com,,2,2,1,0,2,11.99,0.66,0.26,1.32,0.66,0,50,66,8.08,0.66,10:56.4
280656,2,1,15,digidip.net,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280672,15,1,15,www.codeforbrands.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280688,102,1,15,routinedeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280704,4,1,15,www.viglink.com,,0,0,1,0,0,75,0,1.12,5.62,0,0,0,0,12.35,0,10:56.4
280720,16,1,17,www.retailmenot.com,,21,21,0,0,21,0,0,0,0,0,0,0,0,0,0,10:56.4
280736,18,1,17,www.ebates.com,,7,7,0,0,7,0,0,0,0,0,0,0,0,0,0,10:56.4
280752,30,1,17,knoji.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
280768,517,1,17,wativ.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280784,581,1,17,compareyourmattress.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280800,123,1,17,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280816,574,1,17,www.adgoal.net,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280832,20,1,17,www.joinhoney.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280848,222,1,17,www.getsleepgood.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280860,39,1,17,www.groupon.com,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
280876,22,1,17,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280892,113,1,17,sleepadvisor.org,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
280908,24,1,17,www.befrugal.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280924,49,1,17,www.swagbucks.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280940,1,1,17,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280956,592,1,17,www.smartcouponcard.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
280976,42,1,8,www.couponcause.com,,4,4,2,0,4,368.17,7.37,5.89,29.46,7.37,0,50,736.5,11.5,7.37,10:56.4
280992,46,1,8,www.dogvills.com,,2,2,1,0,2,99.99,4,1.6,8,4,0,50,400,11.5,4,10:56.4
281008,60,1,8,www.australian-shepherd-lovers.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281024,59,1,8,www.ammothedachshund.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281040,80,1,8,www.mycourteouscanine.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281056,55,1,8,www.motherhoodmaniac.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281072,27,1,13,www.fmtc.co,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
281088,311,1,13,thewirecutter.com/,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281104,26,1,13,www.mypoints.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281120,5,1,13,www.anycodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281136,16,1,3,www.retailmenot.com,,22,22,6,0,22,338.45,2.31,10.15,50.77,2.31,0,27.27,230.77,5.67,2.31,10:56.4
281152,362,1,3,www.soldesflottantes.com,,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10:56.4
281168,42,1,3,www.couponcause.com,,3,3,2,0,3,103,5.15,3.09,15.45,5.15,0,66.67,515,5.67,5.15,10:56.4
281184,2,1,3,digidip.net,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281200,197,1,3,www.dealcatcher.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281216,370,1,3,www.bestcoupondiscounts.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281232,709,1,3,altum.link,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281248,1,1,3,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281264,704,1,3,couponbump.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281284,19,1,2,offers.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281300,23,1,2,www.thecouponscoop.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281316,26,1,2,www.mypoints.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281332,35,1,2,www.flexoffers.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281348,6,1,3,yieldkit.com,,39,39,1,0,39,13.99,0.05,0.42,2.1,0.05,0,2.56,5.38,5.66,0.05,10:56.4
281364,154,1,3,www.coupontopay.com/,,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,10:56.4
281380,362,1,3,www.soldesflottantes.com,,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10:56.4
281396,197,1,3,www.dealcatcher.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281412,2,1,3,digidip.net,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281428,378,1,3,savingware.com,,2,2,1,0,2,432,32.4,12.96,64.8,32.4,0,50,3240,5.67,32.4,10:56.4
281444,371,1,3,www.dailybargains.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281460,622,1,3,www.CouponRich.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281476,377,1,3,www.coupilia.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281492,1,1,3,www.coupert.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281508,739,1,3,legitdigitalcashflow.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281524,125,1,7,www.promocodes.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281540,369,1,7,www.catalogspot.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281556,21,1,7,coupons.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281572,571,1,16,nymag.com,,38,38,2,0,38,146,0.77,5.84,29.2,0.77,0,5.26,76.84,4,0.77,10:56.4
281588,17,1,16,slickdeals.net/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281604,30,1,16,knoji.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281620,5,1,16,www.anycodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281636,579,1,17,www.bestsales.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
281652,18,1,17,www.ebates.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281668,17,1,17,slickdeals.net/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281684,123,1,17,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281700,258,1,17,www.couponbend.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281716,150,1,17,www.oursleepguide.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281732,23,1,10,www.thecouponscoop.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281748,179,1,10,harmonycollective.us,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281764,184,1,10,girlonthemattress.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281780,150,1,10,www.oursleepguide.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281800,3,1,1,www.homesweetshop.com,,12,12,0,0,12,0,0,0,0,0,0,0,0,0,0,10:56.4
281816,7,1,1,www.bigbangprices.com,,6,6,1,0,6,17.18,0.57,0.69,3.44,0.57,0,16.67,57.33,3.99,0.57,10:56.4
281832,4,1,1,www.viglink.com,,0,0,1,0,0,7.98,0,0.32,1.6,0,0,0,0,3.99,0,10:56.4
281848,23,1,19,www.thecouponscoop.com,,4,4,2,0,4,122,2.44,1.95,9.76,2.44,0,50,244,11.5,2.44,10:56.4
281864,43,1,19,www.couponcabin.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281880,599,1,20,www.popuular.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281896,1,1,20,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281912,327,1,6,www.goodsearch.com/goodshop.aspx,,16,16,0,0,16,0,0,0,0,0,0,0,0,0,0,10:56.4
281928,16,1,6,www.retailmenot.com,,9,9,0,0,9,0,0,0,0,0,0,0,0,0,0,10:56.4
281944,536,1,6,patchworkposse.com/,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
281960,534,1,6,www.patternpile.com/sewing-patterns/,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
281976,123,1,6,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
281992,155,1,6,www.wickfire.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282008,39,1,6,www.groupon.com,,1,1,1,0,1,135.99,17.68,3.54,17.68,17.68,0,100,1768,6.69,17.68,10:56.4
282024,1,1,6,www.hotdeals.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282040,553,1,6,prettypiney.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282056,20,1,7,www.joinhoney.com,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10:56.4
282072,22,1,7,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282088,125,1,7,www.promocodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282104,27,1,7,www.fmtc.co,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282120,5,1,7,www.anycodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282128,16,1,11,www.retailmenot.com,,13,13,0,0,13,0,0,0,0,0,0,0,0,0,0,10:56.4
282144,18,1,11,www.ebates.com,,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,10:56.4
282160,197,1,11,www.dealcatcher.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282176,198,1,11,sleep-media.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282192,123,1,11,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282208,25,1,11,www.rebatesme.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282224,6,1,11,yieldkit.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282240,181,1,11,www.mattressadvisor.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282256,327,1,5,www.goodsearch.com/goodshop.aspx,,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,10:56.4
282272,22,1,5,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282288,512,1,5,the-shopeasy.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282304,39,1,5,www.groupon.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282320,130,1,18,gentlenursery.com,,44,44,1,0,44,428.1,0.49,4.28,21.4,0.49,0,2.27,48.64,19,0.49,10:56.4
282328,441,1,4,thedailyfeelgoodfactor.com/,,16,16,0,0,16,0,0,0,0,0,0,0,0,0,0,10:56.4
282344,12,1,4,skimlinks.com,,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,10:56.4
282360,6,1,4,yieldkit.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
282376,2,1,4,digidip.net,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282392,153,1,4,www.couponchief.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282408,444,1,4,www.cybba.com,,1,1,1,1,1,0,0,0,0,0,0,100,0,0,0,10:56.4
282424,453,1,4,schimiggy.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282440,5,1,4,www.anycodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282456,818,1,4,scienceofimagery.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282472,20,1,4,www.joinhoney.com,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10:56.4
282488,22,1,16,www.savings.com,,4,4,0,0,4,0,0,0,0,0,0,0,0,0,0,10:56.4
282504,125,1,16,www.promocodes.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282520,26,1,16,www.mypoints.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282536,5,1,16,www.anycodes.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282548,12,1,13,skimlinks.com,,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,10:56.4
282564,22,1,13,www.savings.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282580,123,1,13,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282596,2,1,13,digidip.net,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282612,529,1,6,suzyquilts.com,,27,27,0,0,27,0,0,0,0,0,0,0,0,0,0,10:56.4
282628,17,1,6,slickdeals.net/,,16,16,0,0,16,0,0,0,0,0,0,0,0,0,0,10:56.4
282644,18,1,6,www.ebates.com,,7,7,1,0,7,64.99,0.93,1.3,6.5,0.93,0,14.29,92.86,9,0.93,10:56.4
282660,125,1,6,www.promocodes.com,,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,10:56.4
282676,123,1,6,marketamerica.com and www.shop.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282692,4,1,6,www.viglink.com,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
282708,536,1,6,patchworkposse.com/,,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10:56.4
